Отсчеты;Канал0;
0;0,0715542518800002;
1;0,23225806418;
2;0,20957966732;
3;0,00957966732000015;
4;-0,15679374422;
5;-0,1292277618;
6;0,0707722382000002;
7;0,23343108472;
8;0,2121212118;
9;0,0121212118000002;
10;-0,15620723396;
11;-0,13020527892;
12;0,0697947210800002;
13;0,23362658812;
14;0,21348973574;
15;0,0134897357400002;
16;-0,15581622712;
17;-0,13020527892;
18;0,0697947210800003;
19;0,2342130984;
20;0,21603128022;
21;0,0160312802200002;
22;-0,15503421344;
23;-0,1309872926;
24;0,0690127074000002;
25;0,23499511208;
26;0,21779081102;
27;0,0177908110200002;
28;-0,15405669632;
29;-0,13137829944;
30;0,0686217005600002;
31;0,23558162234;
32;0,21974584522;
33;0,0197458452200001;
34;-0,15347018606;
35;-0,13255131998;
36;0,0674486800200002;
37;0,23597262918;
38;0,2260019547;
39;0,0260019547000002;
40;-0,14858260054;
41;-0,1280547413;
42;0,0719452587000002;
43;0,24242424208;
44;0,23284457444;
45;0,0328445744400002;
46;-0,14310850474;
47;-0,12414467286;
48;0,0758553271400002;
49;0,24652981394;
50;0,23792766342;
51;0,0379276634200002;
52;-0,13939393972;
53;-0,12394916942;
54;0,0760508305800002;
55;0,24848484816;
56;0,24125122158;
57;0,0412512215800002;
58;-0,1374389055;
59;-0,12414467284;
60;0,0758553271600001;
61;0,24985337212;
62;0,24457477976;
63;0,0445747797600002;
64;-0,13528836786;
65;-0,12218963862;
66;0,0778103613800002;
67;0,25219941318;
68;0,24848484818;
69;0,0484848481800002;
70;-0,13333333364;
71;-0,11964809414;
72;0,0803519058600003;
73;0,25630498502;
74;0,2486803516;
75;0,0486803516000002;
76;-0,13411534734;
77;-0,12238514206;
78;0,0776148579400003;
79;0,25493646106;
80;0,25122189606;
81;0,0512218960600002;
82;-0,13294232682;
83;-0,1255131968;
84;0,0744868032000002;
85;0,25356793712;
86;0,25278592344;
87;0,0527859234400002;
88;-0,13724340208;
89;-0,13000977548;
90;0,0699902245200002;
91;0,24946236528;
92;0,24907135844;
93;0,0490713584400002;
94;-0,14134897392;
95;-0,13431085074;
96;0,0656891492600002;
97;0,24672531738;
98;0,24672531738;
99;0,0467253173800002;
100;-0,1446725321;
101;-0,14076246366;
102;0,0592375363400002;
103;0,24379276604;
104;0,24379276604;
105;0,0437927660400002;
106;-0,14897360738;
107;-0,14662756632;
108;0,0533724336800002;
109;0,24007820102;
110;0,24007820102;
111;0,0400782010200002;
112;-0,15464320662;
113;-0,15425219976;
114;0,0457478002400002;
115;0,232649071;
116;0,232649071;
117;0,0326490710000002;
118;-0,163636364;
119;-0,16304985372;
120;0,0369501462800002;
121;0,22326490678;
122;0,22326490678;
123;0,0232649067800002;
124;-0,1691104598;
125;-0,16793743926;
126;0,0320625607400002;
127;0,22033235546;
128;0,22033235546;
129;0,0203323554600002;
130;-0,17595307954;
131;-0,17595307954;
132;0,0240469204600002;
133;0,21661779044;
134;0,21661779044;
135;0,0166177904400002;
136;-0,18260019588;
137;-0,18260019588;
138;0,0173998041200002;
139;0,21016617752;
140;0,21016617752;
141;0,0101661775200002;
142;-0,18944281564;
143;-0,18944281564;
144;0,0105571843600002;
145;0,20351906118;
146;0,20351906118;
147;0,00351906118000027;
148;-0,196480938819999;
149;-0,19648093882;
150;0,00351906118000027;
151;0,19960899274;
152;0,19960899274;
153;-0,000391007259999725;
154;-0,20039100726;
155;-0,20039100726;
156;-0,000391007259999725;
157;0,19726295168;
158;0,19726295168;
159;-0,00273704831999975;
160;-0,20273704832;
161;-0,20273704832;
162;-0,00273704831999975;
163;0,196871944820001;
164;0,19687194482;
165;-0,00312805517999973;
166;-0,203128055179999;
167;-0,20312805518;
168;-0,00312805517999973;
169;0,196285434540001;
170;0,19628543454;
171;-0,00371456545999973;
172;-0,203714565459999;
173;-0,20371456546;
174;-0,00371456545999973;
175;0,195112414000001;
176;0,195112414;
177;-0,00488758599999972;
178;-0,204887585999999;
179;-0,204887586;
180;-0,00488758599999972;
181;0,195112414000001;
182;0,195112414;
183;-0,00488758599999972;
184;-0,204887585999999;
185;-0,204887586;
186;-0,00488758599999972;
187;0,195112414000001;
188;0,195112414;
189;-0,00488758599999972;
190;-0,204887585999999;
191;-0,204887586;
192;-0,00488758599999972;
193;0,195112414000001;
194;0,195112414;
195;-0,00488758599999972;
196;-0,204887585999999;
197;-0,204887586;
198;-0,00488758599999972;
199;0,195112414000001;
200;0,195112414;
201;-0,00488758599999972;
202;-0,204887585999999;
203;-0,204887586;
204;-0,00488758599999972;
205;0,195112414000001;
206;0,195112414;
207;-0,00488758599999972;
208;-0,204887585999999;
209;-0,204887586;
210;-0,00488758599999972;
211;0,195112414000001;
212;0,195112414;
213;-0,00488758599999972;
214;-0,204887585999999;
215;-0,204887586;
216;-0,00488758599999972;
217;0,195112414000001;
218;0,195112414;
219;-0,00488758599999972;
220;-0,204887585999999;
221;-0,204887586;
222;-0,00488758599999972;
223;0,195112414000001;
224;0,195112414;
225;-0,00488758599999972;
226;-0,204887585999999;
227;-0,204887586;
228;-0,00488758599999972;
229;0,195112414000001;
230;0,195112414;
231;-0,00488758599999972;
232;-0,204887585999999;
233;-0,204887586;
234;-0,00488758599999972;
235;0,195112414000001;
236;0,195112414;
237;-0,00488758599999972;
238;-0,204887585999999;
239;-0,204887586;
240;-0,00488758599999972;
241;0,195112414000001;
242;0,195112414;
243;-0,00488758599999972;
244;-0,204887585999999;
245;-0,204887586;
246;-0,00488758599999972;
247;0,195112414000001;
248;0,195112414;
249;-0,00488758599999972;
250;-0,204887585999999;
251;-0,204887586;
252;-0,00488758599999972;
253;0,195112414000001;
254;0,195112414;
255;-0,00488758599999972;
256;-0,204887585999999;
257;-0,204887586;
258;-0,00488758599999972;
259;0,195112414000001;
260;0,195112414;
261;-0,00488758599999972;
262;-0,204887585999999;
263;-0,204887586;
264;-0,00488758599999972;
265;0,195112414000001;
266;0,195112414;
267;-0,00488758599999972;
268;-0,204887585999999;
269;-0,204887586;
270;-0,00488758599999972;
271;0,195112414000001;
272;0,195112414;
273;-0,00488758599999972;
274;-0,204887585999999;
275;-0,204887586;
276;-0,00488758599999972;
277;0,195112414000001;
278;0,195112414;
279;-0,00488758599999972;
280;-0,204887585999999;
281;-0,204887586;
282;-0,00488758599999972;
283;0,195112414000001;
284;0,195112414;
285;-0,00488758599999972;
286;-0,204887585999999;
287;-0,204887586;
288;-0,00488758599999972;
289;0,195112414000001;
290;0,195112414;
291;-0,00488758599999972;
292;-0,204887585999999;
293;-0,204887586;
294;-0,00488758599999972;
295;0,195112414000001;
296;0,195112414;
297;-0,00488758599999972;
298;-0,204887585999999;
299;-0,204887586;
300;-0,00488758599999972;
301;0,195112414000001;
302;0,195112414;
303;-0,00488758599999972;
304;-0,204887585999999;
305;-0,204887586;
306;-0,00488758599999972;
307;0,195112414000001;
308;0,195112414;
309;-0,00488758599999972;
310;-0,204887585999999;
311;-0,204887586;
